country_code,year,population
PRY,1998,4923449
PRY,1997,4818289
PRY,1996,4711655
PRY,1995,4603917
PRY,1994,4495301
PRY,1993,4386202
PRY,1992,4277051
PRY,1991,4167996
PRY,1990,4059195
PRY,1989,3951288
PRY,1988,3844437
PRY,1987,3739050
PRY,1986,3636027
PRY,1985,3535498
PRY,1984,3437892
PRY,1983,3343276
PRY,1982,3251678
PRY,1981,3163299
PRY,1980,3078912
PRY,1979,2999415
PRY,1978,2924370
PRY,1977,2852430
PRY,1976,2782624
PRY,1975,2714664
PRY,1974,2648082
PRY,1973,2583160
PRY,1972,2521508
PRY,1971,2463777
PRY,1970,2408787
PRY,1969,2355122
PRY,1968,2301887
PRY,1967,2248882
PRY,1966,2195955
PRY,1965,2143153
PRY,1964,2090840
PRY,1963,2039390
PRY,1962,1989376
PRY,1961,1941208
PRY,1960,1894829
PSE,2022,5043612
PSE,2021,4922749
PSE,2020,4803269
PSE,2019,4685306
PSE,2018,4569087
PSE,2017,4454805
PSE,2016,4367088
PSE,2015,4270092
PSE,2014,4173398
PSE,2013,4076708
PSE,2012,3979998
PSE,2011,3882986
PSE,2010,3786161
PSE,2009,3689099
PSE,2008,3591977
PSE,2007,3494496
PSE,2006,3406334
PSE,2005,3320396
PSE,2004,3236626
PSE,2003,3154969
PSE,2002,3075373
PSE,2001,2997784
PSE,2000,2922153
PSE,1999,2848431
PSE,1998,2776568
PSE,1997,2706518
PSE,1996,2587997
PSE,1995,2474666
PSE,1994,2366298
PSE,1993,2262676
PSE,1992,2163591
PSE,1991,2068845
PSE,1990,1978248
PSE,1989,null
PSE,1988,null
PSE,1987,null
PSE,1986,null
PSE,1985,null
PSE,1984,null
PSE,1983,null
PSE,1982,null
PSE,1981,null
PSE,1980,null
PSE,1979,null
PSE,1978,null
PSE,1977,null
PSE,1976,null
PSE,1975,null
PSE,1974,null
PSE,1973,null
PSE,1972,null
PSE,1971,null
PSE,1970,null
PSE,1969,null
PSE,1968,null
PSE,1967,null
PSE,1966,null
PSE,1965,null
PSE,1964,null
PSE,1963,null
PSE,1962,null
PSE,1961,null
PSE,1960,null
PYF,2022,306279
PYF,2021,304032
PYF,2020,301920
PYF,2019,299717
PYF,2018,297606
PYF,2017,295450
PYF,2016,293541
PYF,2015,291787
PYF,2014,289873
PYF,2013,288032
PYF,2012,286584
PYF,2011,285265
PYF,2010,283788
PYF,2009,282283
PYF,2008,280558
PYF,2007,278178
PYF,2006,274901
PYF,2005,271060
PYF,2004,267132
PYF,2003,263173
PYF,2002,259137
PYF,2001,255049
PYF,2000,250927
PYF,1999,246821
PYF,1998,242882
PYF,1997,239036
PYF,1996,235189
PYF,1995,231446
PYF,1994,227682
PYF,1993,223714
PYF,1992,219621
PYF,1991,215444
PYF,1990,211089
PYF,1989,206571
PYF,1988,201740
PYF,1987,196856
PYF,1986,192196
PYF,1985,187578
PYF,1984,183146
PYF,1983,179042
PYF,1982,174343
PYF,1981,168892
PYF,1980,163591
PYF,1979,158563
PYF,1978,153745
PYF,1977,149007
PYF,1976,144356
PYF,1975,139833
PYF,1974,135349
PYF,1973,130883
PYF,1972,126457
PYF,1971,122108
PYF,1970,117891
PYF,1969,113803
PYF,1968,109832
PYF,1967,105995
PYF,1966,102281
PYF,1965,98674
PYF,1964,95192
PYF,1963,91963
PYF,1962,89208
PYF,1961,86921
PYF,1960,84851
QAT,2022,2695122
QAT,2021,2688235
QAT,2020,2760385
QAT,2019,2807235
QAT,2018,2766732
QAT,2017,2711755
QAT,2016,2595166
QAT,2015,2414573
QAT,2014,2214465
QAT,2013,2035501
QAT,2012,1905660
QAT,2011,1804171
QAT,2010,1713504
QAT,2009,1610274
QAT,2008,1444277
QAT,2007,1231893
QAT,2006,1015060
QAT,2005,848710
QAT,2004,777943
QAT,2003,748525
QAT,2002,713186
QAT,2001,678831
QAT,2000,645937
QAT,1999,613302
QAT,1998,580997
QAT,1997,550591
QAT,1996,529265
QAT,1995,515133
QAT,1994,500683
QAT,1993,486041
QAT,1992,471293
QAT,1991,456486
QAT,1990,441675
QAT,1989,426896
QAT,1988,412142
QAT,1987,397391
QAT,1986,382328
QAT,1985,365868
QAT,1984,348241
QAT,1983,330454
QAT,1982,312608
QAT,1981,294887
QAT,1980,277450
QAT,1979,260368
QAT,1978,243624
QAT,1977,227177
QAT,1976,210990
QAT,1975,195043
QAT,1974,179299
QAT,1973,163734
QAT,1972,148338
QAT,1971,133096
QAT,1970,118007
QAT,1969,104517
QAT,1968,93022
QAT,1967,82517
QAT,1966,73102
QAT,1965,64843
QAT,1964,57531
QAT,1963,50950
QAT,1962,45123
QAT,1961,40111
QAT,1960,36385
ROU,2022,19047009
ROU,2021,19122059
ROU,2020,19265250
ROU,2019,19371648
ROU,2018,19473970
ROU,2017,19588715
ROU,2016,19702267
ROU,2015,19815616
ROU,2014,19908979
ROU,2013,19983693
ROU,2012,20058035
ROU,2011,20147528
ROU,2010,20246871
ROU,2009,20367487
ROU,2008,20537875
ROU,2007,20882982
ROU,2006,21193760
ROU,2005,21319685
ROU,2004,21451748
ROU,2003,21574326
ROU,2002,21730496
ROU,2001,22131970
ROU,2000,22442971
ROU,1999,22472040
ROU,1998,22507344
ROU,1997,22553978
ROU,1996,22619004
ROU,1995,22684270
ROU,1994,22730211
ROU,1993,22763280
ROU,1992,22794284
ROU,1991,23001155
ROU,1990,23201835
ROU,1989,23161458
ROU,1988,23057662
ROU,1987,22949430
ROU,1986,22836841
ROU,1985,22732999
ROU,1984,22640547
ROU,1983,22560478
ROU,1982,22475741
ROU,1981,22353070
ROU,1980,22207282
ROU,1979,22090488
ROU,1978,21951464
ROU,1977,21756096
ROU,1976,21551634
ROU,1975,21293583
ROU,1974,21029429
ROU,1973,20835681
ROU,1972,20657957
ROU,1971,20461567
ROU,1970,20250398
ROU,1969,20009141
ROU,1968,19799831
ROU,1967,19534242
ROU,1966,19215450
ROU,1965,19031576
ROU,1964,18919126
ROU,1963,18797850
ROU,1962,18676550
ROU,1961,18555250
ROU,1960,18406905
RUS,2022,144236933
RUS,2021,144130482
RUS,2020,144073139
RUS,2019,144406261
RUS,2018,144477859
RUS,2017,144496739
RUS,2016,144342397
RUS,2015,144096870
RUS,2014,143819667
RUS,2013,143506995
RUS,2012,143201721
RUS,2011,142960908
RUS,2010,142849468
RUS,2009,142785349
RUS,2008,142742366
RUS,2007,142805114
RUS,2006,143049637
RUS,2005,143518814
RUS,2004,144067316
RUS,2003,144648618
RUS,2002,145306497
RUS,2001,145976482
RUS,2000,146596869
RUS,1999,147214776
RUS,1998,147670784
RUS,1997,147915361
RUS,1996,148160129
RUS,1995,148375787
RUS,1994,148407912
RUS,1993,148458777
RUS,1992,148538197
RUS,1991,148394216
RUS,1990,147969407
RUS,1989,147721000
RUS,1988,146857000
RUS,1987,145908000
RUS,1986,144894000
RUS,1985,143858000
RUS,1984,142745000
RUS,1983,141668000
RUS,1982,140823000
RUS,1981,139941000
RUS,1980,139010000
RUS,1979,138027000
RUS,1978,137060000
RUS,1977,136100000
RUS,1976,135147000
RUS,1975,134200000
RUS,1974,133432000
RUS,1973,132669000
RUS,1972,131909000
RUS,1971,131155000
RUS,1970,130404000
RUS,1969,129664000
RUS,1968,128928000
RUS,1967,128196000
RUS,1966,127468000
RUS,1965,126745000
RUS,1964,125345000
RUS,1963,123960000
RUS,1962,122591000
RUS,1961,121236000
RUS,1960,119897000
RWA,2022,13776698
RWA,2021,13461888
RWA,2020,13146362
RWA,2019,12835028
RWA,2018,12531808
RWA,2017,12230339
RWA,2016,11930899
RWA,2015,11642959
RWA,2014,11368451
RWA,2013,11101350
RWA,2012,10840334
RWA,2011,10576932
RWA,2010,10309031
RWA,2009,10043737
RWA,2008,9781996
RWA,2007,9523168
RWA,2006,9270066
RWA,2005,9026299
RWA,2004,8791853
RWA,2003,8567992
RWA,2002,8372306
RWA,2001,8223941
RWA,2000,8109989
RWA,1999,8009587
RWA,1998,7914645
RWA,1997,7666732
RWA,1996,6715510
RWA,1995,5686897
RWA,1994,6732665
RWA,1993,7904740
RWA,1992,7657208
RWA,1991,7485681
RWA,1990,7319962
RWA,1989,7141974
RWA,1988,6953975
RWA,1987,6735829
RWA,1986,6497804
RWA,1985,6266752
RWA,1984,6056729
RWA,1983,5859396
RWA,1982,5652900
RWA,1981,5441966
RWA,1980,5247532
RWA,1979,5074374
RWA,1978,4921953
RWA,1977,4783252
RWA,1976,4648207
RWA,1975,4515756
RWA,1974,4386369
RWA,1973,4259484
RWA,1972,4135579
RWA,1971,4015403
RWA,1970,3896367
RWA,1969,3777879
RWA,1968,3662010
RWA,1967,3549461
RWA,1966,3444021
RWA,1965,3348631
RWA,1964,3263640
RWA,1963,3191311
RWA,1962,3122124
RWA,1961,3046654
RWA,1960,2966162
SAU,2022,36408820
SAU,2021,35950396
SAU,2020,35997107
SAU,2019,35827362
SAU,2018,35018133
SAU,2017,34193122
SAU,2016,33416270
SAU,2015,32749848
SAU,2014,32125564
SAU,2013,31482498
SAU,2012,30821543
SAU,2011,30150945
SAU,2010,29411929
SAU,2009,28483797
SAU,2008,27437353
SAU,2007,26400068
SAU,2006,25382870
SAU,2005,24397644
SAU,2004,23661808
SAU,2003,23150847
SAU,2002,22623415
SAU,2001,22085929
SAU,2000,21547390
SAU,1999,21009660
SAU,1998,20472580
SAU,1997,19938377
SAU,1996,19410280
SAU,1995,18888857
SAU,1994,18367528
SAU,1993,17846461
SAU,1992,17281350
SAU,1991,16654276
SAU,1990,16004763
SAU,1989,15353227
SAU,1988,14713715
SAU,1987,14089798
SAU,1986,13483349
SAU,1985,12890245
SAU,1984,12310361
SAU,1983,11746020
SAU,1982,11201154
SAU,1981,10678211
SAU,1980,10171710
SAU,1979,9682002
SAU,1978,9210564
SAU,1977,8755219
SAU,1976,8319556
SAU,1975,7897544
SAU,1974,7483506
SAU,1973,7088758
SAU,1972,6724260
SAU,1971,6396658
SAU,1970,6106191
SAU,1969,5844843
SAU,1968,5604582
SAU,1967,5381026
SAU,1966,5173237
SAU,1965,4978922
SAU,1964,4795130
SAU,1963,4621655
SAU,1962,4458516
SAU,1961,4306048
SAU,1960,4165563
SDN,2022,46874204
SDN,2021,45657202
SDN,2020,44440486
SDN,2019,43232093
SDN,2018,41999059
SDN,2017,40679828
SDN,2016,39377169
SDN,2015,38171178
SDN,2014,37003245
SDN,2013,35990704
SDN,2012,35159792
SDN,2011,34419624
SDN,2010,33739933
SDN,2009,32948155
SDN,2008,32065241
SDN,2007,31191163
SDN,2006,30332968
SDN,2005,29540577
SDN,2004,28831550
SDN,2003,28188977
SDN,2002,27570318
SDN,2001,26947253
SDN,2000,26298773
SDN,1999,25634162
SDN,1998,25029144
SDN,1997,24454372
SDN,1996,23862258
SDN,1995,23290602
SDN,1994,22703631
SDN,1993,22163251
SDN,1992,21780059
SDN,1991,21453711
SDN,1990,21090886
SDN,1989,20718709
SDN,1988,20453819
SDN,1987,20230532
SDN,1986,19887452
SDN,1985,19517196
SDN,1984,19165837
SDN,1983,18733995
SDN,1982,18128631
SDN,1981,17404336
SDN,1980,16673586
SDN,1979,15973034
SDN,1978,15305806
SDN,1977,14667218
SDN,1976,14066007
SDN,1975,13497543
SDN,1974,12950962
SDN,1973,12469591
SDN,1972,12057260
SDN,1971,11668921
SDN,1970,11305206
SDN,1969,10966145
SDN,1968,10638899
SDN,1967,10320500
SDN,1966,10014505
SDN,1965,9712785
SDN,1964,9406702
SDN,1963,9115091
SDN,1962,8841338
SDN,1961,8577490
SDN,1960,8326462
SEN,2022,17316449
SEN,2021,16876720
SEN,2020,16436120
SEN,2019,16000781
SEN,2018,15574909
SEN,2017,15157793
SEN,2016,14751356
SEN,2015,14356181
SEN,2014,13970308
SEN,2013,13595566
SEN,2012,13231833
SEN,2011,12875880
SEN,2010,12530121
SEN,2009,12195029
SEN,2008,11872929
SEN,2007,11563869
SEN,2006,11263387
SEN,2005,10974057
SEN,2004,10698691
SEN,2003,10434504
SEN,2002,10180950
SEN,2001,9938027
SEN,2000,9704287
SEN,1999,9478564
SEN,1998,9261526
SEN,1997,9051539
SEN,1996,8843423
SEN,1995,8632681
SEN,1994,8416997
SEN,1993,8196551
SEN,1992,7974514
SEN,1991,7754289
SEN,1990,7536001
SEN,1989,7321832
SEN,1988,7113636
SEN,1987,6909837
SEN,1986,6710885
SEN,1985,6520705
SEN,1984,6341801
SEN,1983,6171874
SEN,1982,6008392
SEN,1981,5852029
SEN,1980,5703869
SEN,1979,5564474
SEN,1978,5433225
SEN,1977,5308297
SEN,1976,5181195
SEN,1975,5047922
SEN,1974,4911421
SEN,1973,4772039
SEN,1972,4633452
SEN,1971,4498616
SEN,1970,4367744
SEN,1969,4240859
SEN,1968,4117659
SEN,1967,3997869
SEN,1966,3881994
SEN,1965,3770874
SEN,1964,3664599
SEN,1963,3562469
SEN,1962,3463524
SEN,1961,3367082
SEN,1960,3273177
SGP,2022,5637022
SGP,2021,5453566
SGP,2020,5685807
SGP,2019,5703569
SGP,2018,5638676
SGP,2017,5612253
SGP,2016,5607283
SGP,2015,5535002
SGP,2014,5469724
SGP,2013,5399162
SGP,2012,5312437
SGP,2011,5183688
SGP,2010,5076732
SGP,2009,4987573
SGP,2008,4839396
SGP,2007,4588599
SGP,2006,4401365
SGP,2005,4265762
SGP,2004,4166664
SGP,2003,4114826
SGP,2002,4175950
SGP,2001,4138012
SGP,2000,4027887
SGP,1999,3958723
SGP,1998,3927213
SGP,1997,3796038
SGP,1996,3670704
SGP,1995,3524506
SGP,1994,3419048
SGP,1993,3313471
SGP,1992,3230698
SGP,1991,3135083
SGP,1990,3047132
SGP,1989,2930901
SGP,1988,2846108
SGP,1987,2774789
SGP,1986,2733373
SGP,1985,2735957
SGP,1984,2732221
SGP,1983,2681061
SGP,1982,2646466
SGP,1981,2532835
SGP,1980,2413945
SGP,1979,2383500
SGP,1978,2353600
SGP,1977,2325300
SGP,1976,2293300
SGP,1975,2262600
SGP,1974,2229800
SGP,1973,2193000
SGP,1972,2152400
SGP,1971,2112900
SGP,1970,2074507
SGP,1969,2042500
SGP,1968,2012000
SGP,1967,1977600
SGP,1966,1934400
SGP,1965,1886900
SGP,1964,1841600
SGP,1963,1795000
SGP,1962,1750200
SGP,1961,1702400
SGP,1960,1646400
SLB,2022,724273
SLB,2021,707851
SLB,2020,691191
SLB,2019,674993
SLB,2018,659249
SLB,2017,643634
SLB,2016,628102
SLB,2015,612660
SLB,2014,597375
SLB,2013,582365
SLB,2012,567763
SLB,2011,553721
SLB,2010,540394
SLB,2009,527833
SLB,2008,516001
SLB,2007,504619
SLB,2006,493430
SLB,2005,482486
SLB,2004,471785
SLB,2003,461216
SLB,2002,450760
SLB,2001,440395
SLB,2000,429978
SLB,1999,419229
SLB,1998,408145
SLB,1997,397050
SLB,1996,386069
SLB,1995,375189
SLB,1994,364505
SLB,1993,354086
SLB,1992,343916
SLB,1991,333952
SLB,1990,324171
SLB,1989,314560
SLB,1988,305132
SLB,1987,295836
SLB,1986,286527
SLB,1985,277158
SLB,1984,267913
SLB,1983,258945
SLB,1982,250250
SLB,1981,241827
SLB,1980,233668
SLB,1979,225786
SLB,1978,218193
SLB,1977,210932
SLB,1976,204082
SLB,1975,197853
SLB,1974,192155
SLB,1973,186816
SLB,1972,181876
SLB,1971,177264
SLB,1970,172833
SLB,1969,168399
SLB,1968,163973
SLB,1967,159667
SLB,1966,155514
SLB,1965,151495
SLB,1964,147609
SLB,1963,143863
SLB,1962,140254
SLB,1961,136780
SLB,1960,133440
SLE,2022,8605718
SLE,2021,8420641
SLE,2020,8233970
SLE,2019,8046828
SLE,2018,7861281
SLE,2017,7677565
SLE,2016,7493913
SLE,2015,7314773
SLE,2014,7140688
SLE,2013,6964859
SLE,2012,6788587
SLE,2011,6612385
SLE,2010,6436698
SLE,2009,6259842
SLE,2008,6090860
SLE,2007,5939163
SLE,2006,5809774
SLE,2005,5683334
SLE,2004,5533329
SLE,2003,5350907
SLE,2002,5140113
SLE,2001,4857096
SLE,2000,4584067
SLE,1999,4475145
SLE,1998,4449975
SLE,1997,4405028
SLE,1996,4347370
SLE,1995,4324149
SLE,1994,4314953
SLE,1993,4295689
SLE,1992,4301566
SLE,1991,4378169
SLE,1990,4325388
SLE,1989,4159163
SLE,1988,4056215
SLE,1987,3947865
SLE,1986,3842917
SLE,1985,3749419
SLE,1984,3666262
SLE,1983,3585773
SLE,1982,3509197
SLE,1981,3437108
SLE,1980,3367477
SLE,1979,3300032
SLE,1978,3235170
SLE,1977,3172195
SLE,1976,3112863
SLE,1975,3055916
SLE,1974,2998843
SLE,1973,2942333
SLE,1972,2886642
SLE,1971,2832392
SLE,1970,2778557
SLE,1969,2724901
SLE,1968,2672370
SLE,1967,2620396
SLE,1966,2569736
SLE,1965,2520576
SLE,1964,2472686
SLE,1963,2426750
SLE,1962,2382914
SLE,1961,2341065
SLE,1960,2301310
SLV,2022,6336392
SLV,2021,6314167
SLV,2020,6292731
SLV,2019,6280217
SLV,2018,6276342
SLV,2017,6266654
SLV,2016,6250510
SLV,2015,6231066
SLV,2014,6209526
SLV,2013,6185642
SLV,2012,6161289
SLV,2011,6137349
SLV,2010,6114034
SLV,2009,6091188
SLV,2008,6068099
SLV,2007,6044131
SLV,2006,6034436
SLV,2005,6037817
SLV,2004,6035655
SLV,2003,6026849
SLV,2002,6011275
SLV,2001,5988095
SLV,2000,5958482
SLV,1999,5923852
SLV,1998,5885083
SLV,1997,5842638
SLV,1996,5797140
SLV,1995,5748195
SLV,1994,5693038
SLV,1993,5630987
SLV,1992,5552206
SLV,1991,5461070
SLV,1990,5367179
SLV,1989,5270825
SLV,1988,5170440
SLV,1987,5067200
SLV,1986,4970788
SLV,1985,4876757
SLV,1984,4782219
SLV,1983,4689680
SLV,1982,4599904
SLV,1981,4549173
SLV,1980,4508992
SLV,1979,4433041
SLV,1978,4346522
SLV,1977,4256699
SLV,1976,4166890
SLV,1975,4076751
SLV,1974,3984049
SLV,1973,3890639
SLV,1972,3798109
SLV,1971,3708010
SLV,1970,3619090
SLV,1969,3530958
SLV,1968,3443251
SLV,1967,3354611
SLV,1966,3266436
SLV,1965,3179506
SLV,1964,3095170
SLV,1963,3014885
SLV,1962,2937821
SLV,1961,2858896
SLV,1960,2779327
SMR,2022,33660
SMR,2021,33745
SMR,2020,34007
SMR,2019,34178
SMR,2018,34156
SMR,2017,34056
SMR,2016,33834
SMR,2015,33570
SMR,2014,33389
SMR,2013,33285
SMR,2012,33132
SMR,2011,32495
SMR,2010,31608
SMR,2009,31059
SMR,2008,30700
SMR,2007,30372
SMR,2006,29959
SMR,2005,29508
SMR,2004,29093
SMR,2003,28601
SMR,2002,27969
SMR,2001,27335
SMR,2000,26823
SMR,1999,26404
SMR,1998,25997
SMR,1997,25596
SMR,1996,25235
SMR,1995,24886
SMR,1994,24535
SMR,1993,24181
SMR,1992,23808
SMR,1991,23459
SMR,1990,23132
SMR,1989,22803
SMR,1988,22542
SMR,1987,22437
SMR,1986,22390
SMR,1985,22241
SMR,1984,22096
SMR,1983,21973
SMR,1982,21804
SMR,1981,21596
SMR,1980,21346
SMR,1979,21087
SMR,1978,20795
SMR,1977,20482
SMR,1976,20160
SMR,1975,19803
SMR,1974,19439
SMR,1973,19010
SMR,1972,18575
SMR,1971,18212
SMR,1970,18169
SMR,1969,18403
SMR,1968,18291
SMR,1967,17907
SMR,1966,17588
SMR,1965,17273
SMR,1964,16926
SMR,1963,16583
SMR,1962,16242
SMR,1961,15895
SMR,1960,15556
SOM,2022,17597511
SOM,2021,17065581
SOM,2020,16537016
SOM,2019,15981300
SOM,2018,15411094
SOM,2017,14864221
SOM,2016,14292847
SOM,2015,13763906
SOM,2014,13309235
SOM,2013,12852485
SOM,2012,12440326
SOM,2011,12216837
SOM,2010,12026649
SOM,2009,11730037
SOM,2008,11444870
SOM,2007,11118092
SOM,2006,10784973
SOM,2005,10467292
SOM,2004,10117354
SOM,2003,9758281
SOM,2002,9411103
SOM,2001,9070747
SOM,2000,8721465
SOM,1999,8384479
SOM,1998,8056862
SOM,1997,7734313
SOM,1996,7472450
SOM,1995,7210930
SOM,1994,6959828
SOM,1993,6620729
SOM,1992,6428141
SOM,1991,6732702
SOM,1990,6999096
SOM,1989,7035378
SOM,1988,7160461
SOM,1987,7158004
SOM,1986,6908579
SOM,1985,6630637
SOM,1984,6369020
SOM,1983,6142513
SOM,1982,5951805
SOM,1981,5934938
SOM,1980,5892224
SOM,1979,5408813
SOM,1978,4777703
SOM,1977,4449505
SOM,1976,4333779
SOM,1975,4228289
SOM,1974,4125823
SOM,1973,4022336
SOM,1972,3918220
SOM,1971,3818389
SOM,1970,3720977
SOM,1969,3625274
SOM,1968,3532420
SOM,1967,3441799
SOM,1966,3353665
SOM,1965,3267593
SOM,1964,3183590
SOM,1963,3102170
SOM,1962,3022827
SOM,1961,2945662
SOM,1960,2870732
SRB,2022,6664449
SRB,2021,6834326
SRB,2020,6899126
SRB,2019,6945235
SRB,2018,6982604
SRB,2017,7020858
SRB,2016,7058322
SRB,2015,7095383
SRB,2014,7130576
SRB,2013,7164132
SRB,2012,7199077
SRB,2011,7234099
SRB,2010,7291436
SRB,2009,7320807
SRB,2008,7350222
SRB,2007,7381579
SRB,2006,7411569
SRB,2005,7440769
SRB,2004,7463157
SRB,2003,7480591
SRB,2002,7496522
SRB,2001,7503433
SRB,2000,7516346
SRB,1999,7540401
SRB,1998,7567745
SRB,1997,7596501
SRB,1996,7617794
SRB,1995,7625357
SRB,1994,7734639
SRB,1993,7699307
SRB,1992,7646424
SRB,1991,7595636
SRB,1990,7586000
SRB,1989,7581000
SRB,1988,7572000
SRB,1987,7558000
SRB,1986,7536000
SRB,1985,7504000
SRB,1984,7489000
SRB,1983,7468000
SRB,1982,7440000
SRB,1981,7405000
SRB,1980,7362000
SRB,1979,7332000
SRB,1978,7297000
SRB,1977,7258000
SRB,1976,7214000
SRB,1975,7163000
SRB,1974,7128000
SRB,1973,7091000
SRB,1972,7053000
SRB,1971,7013000
SRB,1970,6972000
SRB,1969,6945000
SRB,1968,6915000
SRB,1967,6880000
SRB,1966,6841000
SRB,1965,6794000
SRB,1964,6765000
SRB,1963,6732000
SRB,1962,6696000
SRB,1961,6655000
SRB,1960,6608000
SSD,2022,10913164
SSD,2021,10748272
SSD,2020,10606227
SSD,2019,10447666
SSD,2018,10395329
SSD,2017,10658226
SSD,2016,11066105
SSD,2015,11194299
SSD,2014,11213284
SSD,2013,11106031
SSD,2012,10701604
SSD,2011,10243050
SSD,2010,9714419
SSD,2009,9229227
SSD,2008,8823888
SSD,2007,8417823
SSD,2006,8029517
SSD,2005,7662654
SSD,2004,7317118
SSD,2003,6992367
SSD,2002,6686100
SSD,2001,6394431
SSD,2000,6114440
SSD,1999,5850145
SSD,1998,5699436
SSD,1997,5589410
SSD,1996,5434894
SSD,1995,5302042
SSD,1994,5142863
SSD,1993,5018172
SSD,1992,4956969
SSD,1991,4867185
SSD,1990,4750817
SSD,1989,4706626
SSD,1988,4814879
SSD,1987,4893809
SSD,1986,4819667
SSD,1985,4706975
SSD,1984,4603039
SSD,1983,4502541
SSD,1982,4398297
SSD,1981,4293866
SSD,1980,4192012
SSD,1979,4092792
SSD,1978,3995911
SSD,1977,3901044
SSD,1976,3808615
SSD,1975,3718279
SSD,1974,3629608
SSD,1973,3542465
SSD,1972,3464715
SSD,1971,3396808
SSD,1970,3342410
SSD,1969,3301892
SSD,1968,3261725
SSD,1967,3221957
SSD,1966,3185305
SSD,1965,3143622
SSD,1964,3088701
SSD,1963,3036238
SSD,1962,2992270
SSD,1961,2948953
SSD,1960,2907724
STP,2022,227380
STP,2021,223107
STP,2020,218641
STP,2019,214599
STP,2018,211344
STP,2017,208036
STP,2016,204632
STP,2015,201124
STP,2014,197497
STP,2013,193757
STP,2012,189924
STP,2011,186044
STP,2010,182138
STP,2009,178128
STP,2008,174004
STP,2007,169845
STP,2006,165725
STP,2005,161680
STP,2004,157697
STP,2003,153762
STP,2002,149841
STP,2001,146258
STP,2000,143714
STP,1999,141808
STP,1998,139790
STP,1997,137656
STP,1996,135412
STP,1995,133077
STP,1994,130666
STP,1993,128182
STP,1992,125648
STP,1991,123084
STP,1990,120343
STP,1989,117445
STP,1988,114513
STP,1987,111610
STP,1986,108966
STP,1985,106607
STP,1984,104497
STP,1983,102650
STP,1982,100931
STP,1981,99170
STP,1980,97210
STP,1979,95017
STP,1978,92659
STP,1977,90299
STP,1976,88078
STP,1975,86037
STP,1974,84189
STP,1973,82472
STP,1972,80835
STP,1971,79226
STP,1970,77583
STP,1969,76059
STP,1968,74739
STP,1967,73564
STP,1966,72567
STP,1965,71730
STP,1964,70992
STP,1963,70272
STP,1962,69520
STP,1961,68705
STP,1960,68038
SUR,2022,618040
SUR,2021,612985
SUR,2020,607065
SUR,2019,600301
SUR,2018,593715
SUR,2017,587559
SUR,2016,581453
SUR,2015,575475
SUR,2014,569682
SUR,2013,563947
SUR,2012,558111
SUR,2011,552146
SUR,2010,546080
SUR,2009,539987
SUR,2008,533938
SUR,2007,527946
SUR,2006,522023
SUR,2005,516220
SUR,2004,510572
SUR,2003,503780
SUR,2002,495666
SUR,2001,487394
SUR,2000,478998
SUR,1999,470458
SUR,1998,461749
SUR,1997,452887
SUR,1996,443834
SUR,1995,434490
SUR,1994,426548
SUR,1993,422375
SUR,1992,419521
SUR,1991,415981
SUR,1990,412756
SUR,1989,408360
SUR,1988,402139
SUR,1987,396867
SUR,1986,392372
SUR,1985,387171
SUR,1984,382617
SUR,1983,379409
SUR,1982,377288
SUR,1981,375859
SUR,1980,375112
SUR,1979,377362
SUR,1978,381885
SUR,1977,385810
SUR,1976,389231
SUR,1975,392137
SUR,1974,394519
SUR,1973,396331
SUR,1972,397529
SUR,1971,392026
SUR,1970,379918
SUR,1969,367618
SUR,1968,355468
SUR,1967,343620
SUR,1966,332142
SUR,1965,321069
SUR,1964,310288
SUR,1963,299332
SUR,1962,288291
SUR,1961,277969
SUR,1960,268396
SVK,2022,5431752
SVK,2021,5447247
SVK,2020,5458827
SVK,2019,5454147
SVK,2018,5446771
SVK,2017,5439232
SVK,2016,5430798
SVK,2015,5423801
SVK,2014,5418649
SVK,2013,5413393
SVK,2012,5407579
SVK,2011,5398384
SVK,2010,5391428
SVK,2009,5386406
SVK,2008,5379233
SVK,2007,5374622
SVK,2006,5373054
SVK,2005,5372807
SVK,2004,5372280
SVK,2003,5373374
SVK,2002,5376912
SVK,2001,5378867
SVK,2000,5388720
SVK,1999,5396020
SVK,1998,5390516
SVK,1997,5383291
SVK,1996,5373361
SVK,1995,5361999
SVK,1994,5346331
SVK,1993,5325305
SVK,1992,5305016
SVK,1991,5303294
SVK,1990,5299187
SVK,1989,5275942
SVK,1988,5250596
SVK,1987,5222840
SVK,1986,5193838
SVK,1985,5161768
SVK,1984,5127097
SVK,1983,5091971
SVK,1982,5055099
SVK,1981,5016105
SVK,1980,4979815
SVK,1979,4938973
SVK,1978,4890125
SVK,1977,4840501
SVK,1976,4789507
SVK,1975,4739105
SVK,1974,4689623
SVK,1973,4641445
SVK,1972,4596622
SVK,1971,4557449
SVK,1970,4538223
SVK,1969,4518607
SVK,1968,4483915
SVK,1967,4449367
SVK,1966,4411666
SVK,1965,4370983
SVK,1964,4327341
SVK,1963,4282017
SVK,1962,4238188
SVK,1961,4191667
SVK,1960,4068095
SVN,2022,2111986
SVN,2021,2108079
SVN,2020,2102419
SVN,2019,2088385
SVN,2018,2073894
SVN,2017,2066388
SVN,2016,2065042
SVN,2015,2063531
SVN,2014,2061980
SVN,2013,2059953
SVN,2012,2057159
SVN,2011,2052843
SVN,2010,2048583
SVN,2009,2039669
SVN,2008,2021316
SVN,2007,2018122
SVN,2006,2006868
